,score_train,score_test,model
TEL,0.024434672875792374,0.04137836853516341,"(1, 0, 1)"
TER,0.005386465857603384,-0.0010890611343559176,"(1, 0, 1)"
TFC,0.038360888134367555,-0.058350467942229534,"(1, 0, 1)"
TFX,0.0077574572887201265,-0.002726290924951247,"(1, 0, 1)"
TGT,-1.3574168011842858e-08,-0.002631148505602532,"(0, 0, 0)"
TJX,0.05489308139389004,0.05599044292659061,"(1, 0, 0)"
TMO,0.01444747611144559,-0.05004154932261873,"(1, 0, 1)"
TMUS,0.015580074916016207,-0.003368950108967539,"(0, 0, 2)"
TPR,0.017052839249559026,0.01651789296621109,"(1, 0, 1)"
TRGP,0.051755384335225973,-0.11638812671661736,"(2, 0, 1)"
TRMB,0.030333445648988433,0.09341669976225841,"(3, 0, 2)"
TROW,0.006665108295998201,0.04300551433499922,"(1, 0, 0)"
TRV,0.0186754465250224,-0.04197090729417163,"(3, 0, 1)"
TSCO,0.024740017592532304,-0.06093686516682428,"(2, 0, 2)"
TSLA,0.0006103735562291712,-0.004670453674059383,"(1, 0, 1)"
TSN,-1.8065769991082448e-08,-0.012993125105957182,"(0, 0, 0)"
TT,-1.8932102552327024e-08,-0.009067108533929114,"(0, 0, 0)"
TTWO,-0.02067763476588902,-0.07034730938425948,"(3, 1, 1)"
TXN,0.016406095554293065,0.03618462998182759,"(2, 0, 2)"
TXT,0.015976950872883755,-0.020610730510348008,"(1, 0, 2)"
TYL,0.006629141318053922,0.02706342030591624,"(1, 0, 0)"
UAL,0.04767925712396259,-0.05457523334751424,"(2, 0, 2)"
UDR,0.06290469828352951,-0.07239144161422928,"(1, 0, 3)"
UHS,0.007411490393623987,-0.04538276509481376,"(1, 0, 0)"
ULTA,0.03177657847649007,-0.056911427986027885,"(2, 0, 3)"
UNH,0.05434739049574744,-0.07083983170921537,"(1, 0, 1)"
UNP,0.021433239870625398,0.0684784774600864,"(1, 0, 1)"
UPS,0.01762975312138182,-0.01148054448789293,"(1, 0, 2)"
URI,-7.033750248908177e-09,-0.00852384090611591,"(0, 0, 0)"
USB,0.022152882961040676,-0.018794671713496136,"(1, 0, 1)"
V,0.0331143918645086,0.04582453016566446,"(2, 0, 2)"
VLO,-8.701516840403656e-09,-0.003258056054276315,"(0, 0, 0)"
VMC,-1.6251868073524633e-08,-0.005505980227500595,"(0, 0, 0)"
VRSK,0.020275569268526472,-0.03280263499415237,"(1, 0, 3)"
VRSN,-2.1564368068993645e-08,-0.020862522132421013,"(0, 0, 0)"
VRTX,0.011494024218419385,0.023038842616224686,"(0, 0, 2)"
VTR,0.07634367135698483,-0.05050318687502431,"(2, 0, 2)"
VTRS,-9.02723296114516e-09,-0.0011010111523932498,"(0, 0, 0)"
VZ,-3.991343433540351e-08,-2.0510950116126025e-07,"(0, 0, 0)"
WAB,0.05459741594903811,-0.018171526645239133,"(2, 0, 3)"
WAT,-2.175808599957918e-08,-0.006390153859098913,"(0, 0, 0)"
WBA,-1.6603204811005412e-08,-0.016343723006675193,"(0, 0, 0)"
WBD,-7.94727617048352e-09,-0.008287682979285504,"(0, 0, 0)"
WDC,0.014305084812280433,-0.04664821235976091,"(1, 0, 1)"
WEC,0.04699601219468619,-0.183314838585791,"(3, 0, 2)"
WELL,0.0766729585169178,-0.018112958903325094,"(2, 0, 2)"
WFC,0.023478942235947153,-0.021130785811084518,"(2, 0, 2)"
WM,0.006598801425100498,-0.010853546427326055,"(1, 0, 1)"
WMB,0.014612415349292585,-0.009999517158335136,"(1, 0, 1)"
WMT,0.017141493226949245,-0.011189572378873303,"(1, 0, 0)"
WRB,0.023307100198812103,-0.035551997565872684,"(1, 0, 2)"
WST,-1.6682648151800095e-08,-0.007993692960964749,"(0, 0, 0)"
WTW,0.03388146768576139,-0.03879001542653482,"(1, 0, 1)"
WY,0.05350282218251601,0.02032955965099492,"(3, 0, 3)"
WYNN,0.023965186724970722,-0.0456649237147595,"(1, 0, 1)"
XEL,0.043550287082045,-0.14293205831042588,"(2, 0, 3)"
XOM,-1.8579292548892568e-08,-0.005838357379614356,"(0, 0, 0)"
XYL,-1.835646679104741e-08,-0.0029052179518744836,"(0, 0, 0)"
YUM,0.033349276104178927,0.060737601647823936,"(3, 0, 1)"
ZBH,-1.8091891540450433e-08,-0.006596698467319584,"(0, 0, 0)"
ZBRA,-9.403351874937016e-09,-0.001191614944314523,"(0, 0, 0)"
