,score_train,score_test
CL,0.07207572142660046,-0.04728507289432282
CLX,0.05951081180231177,-0.010427086802058838
CMA,0.052099797434647654,-0.0036819281750013477
CMCSA,0.06955390254458393,-0.025299636574035445
CME,0.06454463516858899,-0.0697805615322653
CMG,0.05901530602296945,-0.11720605137227857
CMI,0.0659650209398891,-0.05254846120558354
CMS,0.06739690493572525,-0.033833071185742636
CNC,0.05030115697034376,-0.1088363744823242
CNP,0.06619104872308579,-0.09200002877764901
COF,0.06282968575419412,-0.0415720744979422
COO,0.06287233937458259,-0.08643855291549096
COP,0.06499554935823759,-0.0586449998979206
COR,0.0511033389757638,-0.16567640285193286
COST,0.056874012316810996,-0.0020629732630386144
CPAY,0.0459580411502688,-0.028734128068263587
CPB,0.05565860032821157,-0.03680993344025163
CPRT,0.07599122151817772,-0.08194604282314599
CPT,0.09877801447008072,-0.02769926116837107
CRL,0.043407021342670826,-0.04673082300491349
CRM,0.06989465554358909,-0.0393467191448047
CSCO,0.061682563515683575,-0.02142181554345668
CSGP,0.049878530182355885,-0.056671917014766926
CSX,0.07016491421391313,-0.1208818928560631
CTAS,0.070435225273496,-0.10453539590745753
CTRA,0.0523772059845542,-0.03677112372802993
CTSH,0.054175459131573844,-0.07030495811039361
CVS,0.04329049656564421,-0.027747191602327304
CVX,0.06424843603223673,-0.021709036104816004
D,0.061434009533599454,-0.016702425008990662
DAL,0.04978246695442379,-0.07200309040915265
DD,0.057498077929871494,-0.08104546848812433
DE,0.0704459775535965,-0.032368845101136356
DECK,0.06432502804455587,-0.09586525746866226
DFS,0.06548877134578335,0.002180325587167853
DG,0.052751302760775,-0.044735772787204864
DGX,0.048546331553795286,-0.15876447798258808
DHI,0.053783696090653144,-0.05493133709460274
DHR,0.06906134820638232,-0.020641014476025177
DIS,0.052530576270809815,-0.033593679431580536
DLR,0.07064666316352775,-0.047978463018202744
DLTR,0.04806741115823698,-0.04220147870171087
DOC,0.05658646407893575,-0.023324738852275484
DOV,0.05981178027913403,-0.04565848480955159
DPZ,0.05452003046780329,-0.026159154152777697
DRI,0.050644251123527884,-0.14406843200367625
DTE,0.0654802590185255,-0.12291867701619985
DUK,0.07042630596602528,-0.06014363353543528
DVA,0.054563923555235316,-0.012704333899121512
DVN,0.062220795086517566,-0.07777355780970607
DXCM,0.057174713688399104,-0.023499602974527578
EA,0.05714632153849841,-0.12709166727829002
EBAY,0.05206210556587354,-0.07669471859335952
ECL,0.05721274672519605,0.0002202711131769064
ED,0.055707693007055026,-0.012489418477780623
EFX,0.05493058333512679,-0.03832096930849116
EG,0.07793884104900073,-0.04428145360382141
EIX,0.0698880738283244,-0.0651123885171987
EL,0.06651384639396363,-0.024584502943930664
ELV,0.054778239594438505,-0.017622065567217238
EMN,0.06160513159164427,-0.061751199943957946
EMR,0.048129190421798196,-0.009007771302292467
EOG,0.04823858634644507,-0.023580235582794318
EQIX,0.05081825357165792,-0.04545930298302836
EQR,0.07345886054301054,0.01701955140389455
EQT,0.061364637770966235,-0.057563467308838545
ES,0.07544054115781262,-0.007808485186219016
ESS,0.07612440146284993,-0.06551050911118161
ETN,0.07263608599096638,-0.08415972307177744
ETR,0.06992745653569077,-0.10070513800320913
EVRG,0.0624231596941317,-0.011782267896685905
EW,0.052215628063275954,-0.06358640880326649
EXC,0.06653358959785216,-0.010755179774319723
EXPD,0.05688426684879766,-0.01799469319829794
EXPE,0.04478892801619683,-0.10691343246378904
EXR,0.0609860138729994,-0.012761274376977827
F,0.04123636328129787,-0.03909773959641294
FAST,0.060363835416450184,-0.012723558165501858
FCX,0.057988960038434456,-0.11677051701509122
FDS,0.07993068119696412,-0.08333822535634683
FDX,0.05804829835560554,0.04934142720946333
FE,0.06292753587670807,-0.082891301930341
FFIV,0.07707444341022762,-0.13848370413248334
FI,0.05676679520812733,-0.040949319548373
FICO,0.05451128638706437,-0.09165642248791528
FIS,0.05386885674779307,-0.025061407516957734
FITB,0.057551626081515206,-0.021982630035318085
FMC,0.05835303420015214,-0.020423324170959933
FRT,0.06380813859681189,-0.061650395318718854
FSLR,0.042832980216134686,-0.0023383118307742645
FTNT,0.05486554349516082,-0.07330490588989669
GD,0.06892245582993228,-0.10123339540061527
GE,0.06128336167948312,-0.15813394626944022
GEN,0.050838455927244564,-0.0186934347882608
GILD,0.057249215316968805,-0.11853756359000411
GIS,0.05416733335454493,-0.04740818585596984
GL,0.07298098050990609,-0.013599589204855933
GLW,0.045329486102484995,-0.08336703051812755
GM,0.06774417299098989,-0.05040228214067888
GNRC,0.05289259163210758,-0.013153629459329741
GOOG,0.06292004682525332,-0.0008396827749548308
GOOGL,0.06660411743538874,-0.033753097812971866
GPC,0.05871819545963275,-0.07599765817726789
GPN,0.05526443150246518,-0.0235727719922203
GRMN,0.04808378978368821,-0.09815532114217884
GS,0.07402404770095405,-0.009043863270697061
GWW,0.04985337153417535,-0.07239145832719185
HAL,0.07882301273480252,0.0027579352243126687
HAS,0.0737396098598494,-0.02134448547060286
HBAN,0.06833032530309069,-0.043965390801276705
HCA,0.06509822778546726,-0.10420242309384542
HD,0.07766404694788875,-0.04552465350760948
HES,0.05644181655973646,-0.07864855357877132
HIG,0.060880442036648,-0.08521311536894016
HII,0.05758454589121598,-0.0802921580924707
HOLX,0.03914949381399946,-0.03718844301700219
HON,0.0534939894310541,-0.07038468212733084
HPQ,0.05612297486453699,-0.1211978089932031
HRL,0.05232445649756712,-0.009930242606162931
HSIC,0.07297285265819509,-0.08175420118290999
HST,0.052807076555469346,-0.053279723771323395
HSY,0.05496012582764387,-0.09282242912864502
HUBB,0.052459387737423535,-0.02815169743342505
HUM,0.048984966034562705,-0.054998185384670606
IBM,0.05068872837644789,-0.13023561286529706
ICE,0.08004068463417335,-0.05837329422323334
IDXX,0.05678598259251988,-0.03817074614147287
IEX,0.049323970167917564,-0.033703287200117504
IFF,0.06600594248789338,0.00868725513671631
ILMN,0.04719889709295111,-0.04513824085703533
INCY,0.06017899709969077,-0.10213675961941515
INTC,0.06806523564904043,-0.020157950698057592
INTU,0.0682527304397027,-0.0747846787062485
IP,0.0461760958679549,-0.016341216136997128
IPG,0.0699962567591379,-0.0636847865664325
IRM,0.059945897248594004,-0.08153263449525983
ISRG,0.07248132271644281,-0.09100011242341921
IT,0.05433499233386507,-0.060388378367325135
ITW,0.05418588160412452,-0.05927556945613133
IVZ,0.07441089196861816,-0.07150704838891309
J,0.06495274777956972,-0.09147559753112366
JBHT,0.07036152873237222,0.006629806442765562
JBL,0.06329680266337179,-0.025960599997117972
JCI,0.05801963016773992,-0.016305024701584125
JKHY,0.05685360599134126,-0.005958997424281076
JNJ,0.0595866649545197,-0.06389671109999995
JNPR,0.05631315650939683,-0.12368817315821179
JPM,0.06454698420838811,-0.04961585858969264
K,0.05696039260650576,-0.14029554888132
KDP,0.052636794381757945,-0.077988686680724
KEY,0.06737286211578386,-0.0373999925755244
KIM,0.05509667031615029,-0.012717768146527808
KLAC,0.06434566087959037,-0.05516754829334003
KMB,0.06374067991269106,-0.043768463458307094
KMI,0.06747620260029441,-0.14910595413757033
KMX,0.0660984956885814,-0.03296621210515838
KO,0.06213956213823779,-0.09459064043639298
KR,0.0604899292513269,-0.07079795780719156
L,0.06855429265734436,-0.07031874153798867
LDOS,0.05816592362268869,-0.051386836427965044
LEN,0.052200926998901886,-0.04228260949018914
LH,0.057346645907241034,-0.03899080417271339
LHX,0.05600554672149849,-0.01996405224733122
LIN,0.05779327729903261,-0.033203320902911004
LKQ,0.05498300073943274,-0.12192190277367554
LLY,0.0654048207530995,-0.020427580090651043
LNT,0.06508906953258864,-0.04806384204464842
LOW,0.05171756020871987,-0.07774928869845943
LRCX,0.06107673325601859,-0.0195814542492021
LULU,0.059352137486197276,0.02745168255449304
LUV,0.0586021462857107,-0.009497697643537473
LVS,0.05299452946118155,-0.08924678593670654
LYB,0.060300270194214134,-0.06156760306840914
LYV,0.05192622070322639,-0.09448853271347923
MA,0.07373492188734287,-0.019012394972758306
MAA,0.05695990332992895,-0.0939275842914824
MAR,0.047457217638797844,-0.08283609607925424
MAS,0.05055162106954536,-0.01594181324969357
MCD,0.06983426770207546,-0.07865201725879123
MCHP,0.06123198274964714,-0.06701115073262587
MCK,0.07154387872817491,-0.07865988102304255
MCO,0.05084249585148182,-0.049443807813744245
MDLZ,0.05708437676903333,-0.09145540901121896
MDT,0.05392419790000769,-0.011997547090213612
MET,0.05048836359411024,-0.04449064743612663
MGM,0.043874012079332725,-0.09911099687080016
MHK,0.06122148894896473,-0.08107327679077136
MKC,0.06658150415659014,-0.06227588351937019
MKTX,0.05231625064115364,-0.011608854594207685
MLM,0.04748429532454801,-0.07848772083700473
MMC,0.08072733702808566,-0.088837122722069
MMM,0.05779925699013122,-0.013439837265597498
MNST,0.06053038209883477,-0.104603424210582
MO,0.04333485097905154,-0.06062767475699338
MOH,0.05136013184410204,-0.09922606129940204
MOS,0.051185601218805776,-0.09637720775577296
MPC,0.04353342389301951,-0.08660432973536358
MPWR,0.0758338331496663,-0.011247635858192107
MRK,0.05299680722096789,-0.014381529788067837
MRO,0.052248039994391426,-0.05233595013172021
MS,0.062924119584436,-0.06149491676574592
MSCI,0.07922682655719271,-0.02897267052300556
MSFT,0.06785226691977131,-0.030915792153769717
MSI,0.0669693100028258,-0.060750485226198414
MTB,0.05346060380005824,-0.036161126811783406
MTCH,0.04500324152416724,-0.06651560997330974
MTD,0.07490169306444616,-0.05448762122959616
MU,0.0670705051202023,-0.07047233401641928
NDAQ,0.06474757569347012,-0.04126079103225111
NDSN,0.06512194009584948,-0.047307710626603106
NEE,0.06627729029758822,-0.012809704054434157
NEM,0.05928407839969785,-0.09010008196666686
NFLX,0.06371284039059355,-0.05380466826702235
NI,0.0594840439952784,-0.07421976531331342
NKE,0.06256793427138152,-0.045418042854104224
NOC,0.054756605573208494,-0.030521691870600165
NRG,0.05814534981372044,-0.057780526169600055
NSC,0.06621257632429722,-0.09755574095472741
NTAP,0.07879968869689791,-0.06658351773902016
NTRS,0.07016539612493822,-0.048687398338062904
NUE,0.07435727972861972,-0.011640392744803663
NVDA,0.062538431812729,-0.03267117293689381
NVR,0.06487394809973657,-0.02774190574123314
NXPI,0.07295156106727985,-0.0466411001162923
