,score_train,score_test,model
TDG,0.006330861458262671,-0.015289960758779308,"(3, 0, 0)"
TDY,0.009714927246308847,-0.017816078337049346,"(1, 0, 3)"
TECH,0.0031800769478698143,-0.019536047991150163,"(2, 0, 0)"
TEL,0.0028319835859098585,-0.003705131414222018,"(2, 0, 0)"
TER,0.005609226824054736,-0.005021042881617088,"(2, 0, 0)"
TFC,0.023450502507577076,-0.0354493246944354,"(2, 0, 3)"
TFX,0.005261974754658949,0.0006139851281636854,"(2, 0, 2)"
TGT,-7.390534140228056e-08,-0.000688529488082068,"(0, 0, 0)"
TJX,0.001507686950043885,0.0015266808970771928,"(1, 0, 0)"
TMO,0.006583573384769004,-0.013233878530725551,"(1, 0, 0)"
TMUS,0.011802926560272597,-0.014505246108947434,"(2, 0, 2)"
TPR,-3.6376186951514455e-08,-1.4127738564129189e-05,"(0, 0, 0)"
TRGP,0.003533047731515304,-0.0017985131032438595,"(0, 0, 1)"
TRMB,-5.336455233262427e-08,-4.501787831401316e-06,"(0, 0, 0)"
TROW,0.004740900529796588,-0.0056860400659222154,"(0, 0, 1)"
TRV,0.052882793786996674,-0.007334786655231795,"(3, 0, 2)"
TSCO,-7.729643014542376e-08,-0.0030771082400793404,"(0, 0, 0)"
TSLA,-1.9057955435997087e-08,-0.0011625049394914377,"(0, 0, 0)"
TSN,0.016332956591429526,0.005830561961806091,"(3, 0, 3)"
TT,-1.0076642564804672e-07,-0.0022857770239175235,"(0, 0, 0)"
TTWO,0.0015940668477366637,-0.001812697807947794,"(3, 1, 1)"
TXN,0.029577279530755285,-0.01367858978830827,"(1, 0, 0)"
TXT,0.0012759455557013188,0.0004407016961394117,"(1, 0, 0)"
TYL,0.001313581198205016,0.004093018401068904,"(1, 0, 0)"
UAL,0.002930682970399223,0.008943360311595261,"(1, 0, 0)"
UDR,-1.0417492801728656e-07,-0.0001743508475209321,"(0, 0, 0)"
UHS,0.007485883300497931,-0.03744563408326673,"(1, 0, 0)"
ULTA,-4.1716054388629686e-08,-0.0011245019630576891,"(0, 0, 0)"
UNH,0.023221578638859985,-0.010778140234934064,"(1, 0, 3)"
UNP,0.011122816167451255,0.00388803028514062,"(0, 0, 2)"
UPS,0.0046095652510285134,-0.012401470548225157,"(2, 0, 2)"
URI,-3.5917031793175624e-08,-0.002069600385115722,"(0, 0, 0)"
USB,0.011036708816714369,0.0024075713458108217,"(3, 0, 2)"
V,0.01538585963889183,-0.018709549172661655,"(1, 0, 0)"
VLO,0.0008102702660277572,0.0010607218853195821,"(1, 0, 0)"
VMC,0.002695409951526284,0.00594911874271109,"(0, 0, 1)"
VRSK,0.004784801406417016,-0.0010165234810624035,"(1, 0, 0)"
VRSN,0.014134899940573264,0.00909610157886398,"(2, 0, 1)"
VRTX,0.006182770205036325,-0.009438923503407137,"(2, 0, 0)"
VTR,0.011280228031460227,-0.021109413290958834,"(1, 0, 2)"
VTRS,-4.4997206183339244e-08,-0.00026948109115365604,"(0, 0, 0)"
VZ,-1.9731701694780668e-07,-2.7274454761361255e-07,"(0, 0, 0)"
WAB,-6.553858300506477e-08,-0.0016517959824648987,"(0, 0, 0)"
WAT,0.006110129998734282,-0.007400611965920012,"(1, 0, 0)"
WBA,-7.537853208283707e-08,-0.003286611666237782,"(0, 0, 0)"
WBD,-4.101474426754237e-08,-0.0019292702108237858,"(0, 0, 0)"
WDC,0.00486495470513848,-0.020887848742696002,"(0, 0, 2)"
WEC,0.009718990437680763,0.007942005550791387,"(2, 0, 2)"
WELL,0.014354339877824085,-0.03672655985816653,"(2, 0, 2)"
WFC,0.01090412442677735,0.008028332279316541,"(1, 0, 3)"
WM,0.018664332312494314,0.0028495424547128057,"(3, 0, 3)"
WMB,0.01832777450034373,-0.03586245854259773,"(3, 0, 3)"
WMT,0.003882404435698872,-0.0026850925443147045,"(1, 0, 0)"
WRB,0.04955828564763276,-0.02254417713316892,"(3, 0, 2)"
WST,-8.450438171436758e-08,-0.0017478490949374148,"(0, 0, 0)"
WTW,0.00595299264853677,-3.000487702164989e-05,"(1, 0, 0)"
WY,0.022700978234637903,-0.04655329998214275,"(0, 0, 3)"
WYNN,-2.6091061311461772e-08,-9.44935714985995e-05,"(0, 0, 0)"
XEL,0.018591590499873023,-0.024956140807456118,"(2, 0, 2)"
XOM,-8.779679139259144e-08,-0.001156668330797972,"(0, 0, 0)"
XYL,0.009095402347179427,0.01862165418347228,"(2, 0, 3)"
YUM,-1.0278029471955108e-07,-0.001382334682124009,"(0, 0, 0)"
ZBH,0.0033843266508166714,-0.012560292592133981,"(2, 0, 2)"
ZBRA,0.0035433048766693176,-0.010551423581830699,"(1, 0, 0)"
