,score_train,score_test,benchmark,p_value,correlation
MCK,0.003015964453728648,0.0040857791186633685,-0.028875179935026418,0.2107682359723825,0.0788445503988575
MCO,0.02095998550270206,-0.04668525088604203,-0.05379138329310229,0.0009193721280422803,-0.04724099315974335
MDLZ,0.0010912052766600677,-0.013118169930052215,-0.008490281817239431,0.45181317938980237,-0.18333625655324154
MDT,0.022125719151927514,-0.005420830888203776,-0.004813100040758744,0.0006591528539277359,0.05628608973959684
MET,0.005756522025556987,-0.04879842688575442,-5.560774725421602e-05,0.08360531405356143,-0.227106283426745
MGM,0.011192730670170903,-0.009948229602703362,-0.018912633113201016,0.01570004263968038,0.025730230898023426
MHK,0.046441640864938516,0.02863911864731916,-0.000975138006033216,6.848868162725886e-07,0.1744364456454806
MKC,0.005895750797752952,-0.07261087306110392,-0.004386055281566881,0.07994611923853433,-0.3005928044089187
MKTX,0.0026694705404628483,-0.004386452577415323,-0.002329344520242138,0.2390864871288421,0.0024120959260422624
MLM,0.005956970072789947,-0.015846727728402676,-0.04950761041987195,0.07839199831700662,0.05953125348208718
MMC,0.013474293397194415,-0.0418151868705694,-0.021599909813148743,0.007997974555231765,-0.11752641700418082
MMM,2.2558171874687005e-05,-0.0020188688159099577,-5.909628797695632e-05,0.9138762406927892,-0.09868454799686495
MNST,0.005048732499716602,0.000611230427241205,-0.008776935165957456,0.10523223579750023,0.05545595803446486
MO,0.00010418281058066636,-0.017364784474599437,-0.0004513649704416256,0.8162075217677606,-0.15079558794281753
MOH,0.007454969406121226,-0.004553033013579899,-0.004471209205493487,0.048867875100238926,0.10522981181239083
MOS,0.00016961446052310425,-0.005158320509134784,-0.0014316360296291464,0.7667963182176329,-0.0376314815196732
MPC,0.0007176031021690621,-0.012806622399953671,-0.01966164015542704,0.5418015604631845,-0.21068164842396422
MPWR,0.0012599962050640068,-0.013013548171902034,-0.042987182425898496,0.41878569602594573,6.450388213862639e-05
MRK,0.007750808585119784,-0.0394937424236228,-0.0003960590352432014,0.04458009737334019,-0.10019245413763728
MRO,0.02114295022260393,-0.054754008035535096,-0.0002195997741061273,0.0008725463398231565,-0.10561825718562912
MS,0.0001213671514985748,0.0012246127472540502,-0.006605787515487682,0.8019193038452702,0.07386639496732068
MSCI,0.009219963578417256,-0.013321483172777704,-0.016700455948335247,0.02841465123750254,-0.011450172966923683
MSFT,0.017500720474372677,-0.016082153065602345,-0.08576934784944612,0.0024810968619931387,0.09035793533089354
MSI,0.0036043776959340246,8.238773591784376e-05,-0.023976544623512286,0.17121790146484323,0.034047420068387374
MTB,0.010227152220467883,-0.011526468022468261,-0.00029553443085306164,0.020960329488398034,-0.0031976306748651277
MTCH,0.006615014739459468,-0.038126105559601164,-4.392616840198649e-05,0.06358628805595015,-0.15747896512004994
MTD,0.0034955109453840283,-0.019966707381916526,-0.005178432169110847,0.17783805174335068,0.20726345348207664
MU,0.0006516996084053872,-0.018005278053410123,-0.05343713397993488,0.5609763350786865,-0.04069389712062259
NDAQ,0.004969659488338829,-0.0413178098290512,-7.899022115109844e-05,0.10800347785565584,-0.04332782357203495
NDSN,0.0072108079411401516,0.01950049953422872,-0.007369417833155145,0.05273323148806685,0.16023757823274087
NEE,0.0037702512857914483,-0.04963344981122808,-0.012388509767056854,0.16166620086620098,0.015167618735859026
NEM,2.1528425406702745e-05,-0.002903003364630008,-7.524068931830108e-05,0.91585745609015,-0.12415002103289564
NFLX,0.001851152973258885,-0.01737939534844979,-0.05511337872479616,0.32700733008093774,-0.14457842533238807
NI,0.022513589971005055,0.010648375175080105,-0.0002541668996298707,0.0005901688371013205,0.1662549280359145
NKE,0.008505770723603145,0.015651389621963663,-0.00010575746033114619,0.03533091579093521,0.20298725098686918
NOC,0.014486882831116654,-0.06758694769176521,-0.003785381186412806,0.005946640644065013,-0.0046857898589634595
NRG,0.0011946423327926503,-0.06029586661699149,-0.10236153629211331,0.4311243355205723,0.09744685692916943
NSC,0.0005771539912171608,-0.015808735520981276,-0.00010695619411049684,0.5842959196658863,-0.17124163814474297
NTAP,0.0002795919992912843,-0.03248186357087568,-0.05872789029326575,0.7033709992720764,-0.11710021030718173
NTRS,0.00025121791140736427,-0.0035698616925377014,-0.00028994090176648335,0.718149239629259,-0.07189464706037266
NUE,0.002575876790814502,-0.016699038966541124,-0.01976804799983589,0.24750782829656856,-0.10191673295063311
NVDA,0.0013908523916082993,-0.058451676702721445,-0.17600932394145952,0.39560014842395974,0.14627559417401292
NVR,0.04303911394804627,-0.0605027274635459,-0.07216445243150682,1.7880139474485204e-06,0.033004080201309134
NXPI,0.007012890227340751,0.005269251161081567,-0.04144215796757855,0.05610297637440138,0.13115957366299338
O,0.06643733524796624,-0.12041200777290162,-0.0005383281759581138,2.36678071955093e-09,-0.055217114864046804
ODFL,7.39309211144068e-05,-0.00045048436401495806,-0.030032085302007294,0.8447727511673648,0.15378717318383114
OKE,0.011758515239837286,-0.013299439696448534,-0.0075741056953801955,0.01326870301851743,-0.0040558428692596135
OMC,0.0020239831152376597,0.005636542186114313,-0.0048913839605038145,0.3053921079211076,0.08598716317374187
ON,0.003278473345712296,-0.010009743298802887,-0.01692002675410542,0.19193756463331602,-0.05303417358538434
ORCL,0.0008546947488130563,-0.01273922253141957,-0.02205148761504372,0.5055104708549483,-0.06304153270581997
ORLY,0.03009917623036329,-0.0772153088927523,-0.011109121134700084,6.870576671792035e-05,-0.09798666633014415
OXY,0.009315314598187685,-0.06619121085378832,-4.0365872223890875e-05,0.027603953916233718,-0.2704480515682392
PARA,0.01423386527952808,-0.035546545601045976,-0.00029446616362238665,0.006402782775131991,-0.08914617329412448
PAYX,0.0035912283689736313,0.0032762374411736683,-0.002986453322436411,0.17200229473070136,0.10035085417087368
PCAR,0.009204350043490517,0.0034371548757320403,-0.07356782961292319,0.028549736690054086,0.2875984820382298
PCG,0.008280197103949671,0.020768432334070663,-0.007627312297322941,0.037863125398981755,0.16249684226289096
PEG,0.0034832808187352793,-0.00029720288740109346,-0.0015385485382488628,0.17859998759886916,0.05723728802983739
PEP,0.010245109511029082,-0.08639962348731411,-0.0004924044231837676,0.020847512212794756,-0.2268702047045539
PFE,4.752162441190588e-05,-0.18175565464779297,-0.11237143127219573,0.8752660353667999,-0.014557697281353494
PFG,0.0159480870225589,-0.05037298084156849,-9.650653693737965e-06,0.003887252643487386,-0.08519418695870708
PG,0.009862470344867647,-0.028601615967072336,-6.7752874692850185e-06,0.02339302559114659,-0.018727371684276115
PGR,0.002932486491195041,0.02138366317369833,-0.018192911681379265,0.21720696644413182,0.22564345824401869
PH,5.7551654047416356e-05,-0.028296092278653262,-0.06885056640905751,0.8628505729618448,0.010284092385705506
PHM,0.031597748754499166,-0.10820059261218162,-0.13887656199438814,4.499990416175786e-05,0.13068164394324921
PKG,0.0011679147050290828,-0.0015848587551099413,-0.031006875969437298,0.43632890345813047,0.0724655388048816
PLD,0.011080728299447395,0.013586763630448306,-0.01338261064654267,0.01623322368936286,0.12247874095433581
PM,4.873337323796356e-06,-0.005356324224529141,-1.1650212566660656e-05,0.9599091336482887,0.22874708391637805
PNC,0.00836983726120788,-0.006723243145415836,-0.0011989876827751544,0.03683489739513256,0.014616290847524744
PNR,0.028973003048454293,-0.017992667636941517,-0.06030339113068961,9.445312249737873e-05,0.19986536635729488
PNW,0.020592434074790722,0.024478426420255772,-1.7535222114117843e-05,0.0010212336461380043,0.1833914077808617
PODD,0.0037768410309134692,-0.03035465671657467,-0.003535454414184347,0.16129947670081365,0.02825407015549871
POOL,0.03395584322258549,0.03248831673625363,-0.020750088283819634,2.313551154118286e-05,0.1865946597779339
PPG,0.0039957119097351335,0.0122978432045725,-0.016473581696040407,0.14963886058372963,0.16769577095380006
PPL,0.06123914640534056,-0.1239446167974978,-0.00028988805510610227,1.0391843940415937e-08,-0.10242170575938912
PRU,0.002198448885458726,-0.01608116001499771,-0.00496865933882229,0.2854091791626399,-0.14780770359348114
PSA,0.00040688448186432247,0.010878407058500628,-0.007505903141035164,0.6459748619036634,0.2892084701256794
PTC,0.0014437838013717785,-0.012345501698590278,-0.0741459153268269,0.38674761322847173,0.08078216497778924
PWR,0.0019467368012412445,-0.02921346471387576,-0.07670282278477059,0.31481482834691193,-0.060579582624450755
PXD,0.0003426970494829762,-0.004122487125961527,-0.001896905865321763,0.673340902049606,-0.07234788947387431
QCOM,0.00010699306639527784,-0.008735429696457686,-0.023205578835177487,0.8137899534699546,0.003080601687591164
RCL,0.0033211458693180873,-0.11731561247131106,-0.1288621191006123,0.18906592852072204,-0.14885655232641776
REG,0.05050647477274128,-0.00023163806152592947,-0.006815217041412636,2.1736311729553558e-07,0.11258023564800994
REGN,0.00043073379641034304,-0.0013848511038740963,-0.018757727827913406,0.6364737172227526,-0.017898743325892905
RF,0.009154858519782816,-0.036719803015297314,-1.672582690193103e-05,0.02898234960190016,-0.11621959976507007
RHI,0.007351914446772523,-0.004466094140604282,-0.015538300361628732,0.05046161963372571,0.033294515749790234
RJF,0.001466567454904033,-0.010731884459996843,-0.002467369188752011,0.38302394152894714,-0.08410828335680248
RL,0.001504491151649523,-0.016621344553745088,-0.03397956650931344,0.3769373719295862,0.17255608304337144
RMD,0.003872887487554988,0.005132850778765574,-0.0019670164324661066,0.156060254629138,0.22094550309516117
ROK,0.004759139427141346,0.010628667437598605,-0.014003620031096231,0.11577937696130967,0.12353970459272956
ROL,0.0006654759754810557,0.00010174949405383771,-0.016326227524718684,0.5568633310537952,0.01592660439310637
ROP,0.0012504310771340732,-0.007378364551272387,-0.06852180214978909,0.42055830325447974,0.044160098390641306
ROST,0.038521112068809704,0.010061450630452828,-0.020771700877320498,6.38846304730132e-06,0.12345508716953181
RSG,0.0072697466576905345,-0.020696742297284576,-0.0650932252441967,0.051771558182413836,-0.03524309385430495
RTX,0.015229844994054997,-0.06764475246446233,-0.005290878806072152,0.004789014732437087,-0.1063656493049853
RVTY,0.00025149344006691887,-0.025830204148306724,-0.006745497727063787,0.7180012998477824,0.023224237554862248
SBAC,0.0029789652424594415,0.0007090900150698021,-0.00034148573846226604,0.21359369960696745,0.13274366340802787
SBUX,0.01397976431947856,0.024927405818083503,-0.00011349649164960063,0.006896754978490032,0.2029098273759144
SCHW,0.00018671568663797267,-0.015608029406163793,-0.00075706246452234,0.7556782281535838,-0.15518000991805966
SHW,0.01175619808808992,0.02539235832571818,-0.03132166853986118,0.013277829895900498,0.19709821808919498
SJM,0.012866109399811587,-0.09050069604291999,-0.014322640049449609,0.00956388066216931,-0.1405764753080039
SLB,0.0014721026199939757,-0.0017503940317156186,-0.0004320080607396193,0.3821269700168317,-0.003009119567090637
SMCI,0.0010269191255027899,-0.05874488418623702,-0.07931757921828853,0.4654607633643133,-0.08796118776052604
SNA,0.013369073048525637,0.03510493110592894,-0.02864953548806537,0.008248879433038935,0.24078254033562912
SNPS,0.0012936211813022735,-0.03302871855920397,-0.08535778930896964,0.41264148857400174,-0.14754896179225416
SO,0.033672855562926984,-0.007772284568487331,-0.0008574590627201673,2.5057620632854988e-05,0.08372543174417153
SPG,0.024178424039733026,-0.04219956823923954,-0.01951265484949216,0.0003675006114473879,-0.020220739268300987
SPGI,0.006146483259898861,-0.012746880117089576,-0.03610146897994304,0.07378299075715804,-0.022425379573845383
SRE,0.03447725473678709,-0.012785547733811908,-0.00014581625407594778,1.9972086784874403e-05,0.0934989773849398
STE,0.0026815504594308592,0.01638708158829094,-0.01242776299312065,0.23802509247542436,0.18468236703967564
STLD,0.00014710654710392568,0.005438360024420441,-0.009667894078123185,0.7824028663985564,0.23017170326040504
STT,0.003927313235341567,0.0011837092640601954,-0.0014044867297000607,0.15317715552989764,0.04223371647505838
STX,0.005470648314097493,-0.02373793101367272,-0.05185913452628865,0.09169732575408776,0.0799179415975154
STZ,0.02413246003080627,-0.010405347737476811,-0.002929338819990912,0.0003723322529270627,0.10477404202784057
SWK,0.009731167592768264,0.03256140686931863,-0.019192463763831213,0.02433879171325616,0.2946009705983536
SWKS,0.0029729379950873547,-0.0016821678184488764,-0.017989776548591907,0.21405821177644507,0.019636974352509898
SYK,0.01622886590534056,0.024003905420325378,-0.021060504973905214,0.003583405467615766,0.16275391660300548
SYY,0.05915361319948731,-0.1063442234488603,-3.413497374094021e-06,1.878836625760647e-08,-0.035959990747875197
T,0.003215919251185695,0.002233337296647764,-1.0002169250622472e-06,0.19623947540095585,0.0594244750373917
TAP,0.0052787832430502,-0.03757172005062581,-0.019787042207858097,0.09760173628781126,-0.15780516303863615
TDG,0.02632378612654429,-0.09673769705561575,-0.10428956653781762,0.00019992583463558452,-0.10232686463293762
TDY,0.002487004800531545,-0.009671915584736901,-0.008107266805857938,0.25584183143747796,-0.035366734342804865
TECH,0.0011395016849009565,-0.008392998983604905,-3.382759210146524e-05,0.44196749292400506,0.024772202583256953
TEL,0.004406992199617155,0.016263764910938727,-0.020917119833822717,0.13020344504307715,0.1764414978558488
TER,0.00444026989364954,-0.008107791638478856,-0.01356426782589848,0.12875856948035314,-0.02547552853077523
TFC,0.016829205434751415,-0.04067348685434102,-6.2433261023286946e-06,0.0030119442300344506,-0.08701156624777708
TFX,0.0025694340530859616,0.010304153686060968,-0.0006263394401162525,0.24810071644101833,0.14671579130198006
TGT,1.6385281673025887e-05,-0.0019984765061693555,-0.0002731294065625445,0.9265606749913331,0.06682846132168599
TJX,0.055231395524340976,0.05591476687738106,-0.029651151084304495,5.7116551925152977e-08,0.23673250043345773
TMO,0.0030113087507757097,-0.02440239032797531,-1.6575187633760535e-05,0.21112132754607238,0.021902803718864584
TMUS,0.006015283698067031,-0.01119022910381573,-0.016004459199017385,0.0769417680652761,0.014338093401998384
TPR,0.008755056270221107,-0.017146041513586896,-0.0005663141145293427,0.032736810069912275,-0.04433380074708514
TRGP,0.025726468737103714,-0.06755152328516578,-0.015091370103579749,0.00023681622505577557,-0.13064398656159976
TRMB,0.00528078491163908,0.018083389094736724,-0.0019718053786443868,0.09753804753402037,0.16024369393220206
TROW,0.006706322443616797,0.04309225971635544,-0.0013278320915683928,0.06177998968593731,0.3056625639341807
TRV,0.011618131466389015,-0.014962105581771912,-0.001763634701459349,0.01383343136003187,0.009065850621400086
TSCO,0.0026937282820744812,-0.01756849943292016,-1.557264621587784e-05,0.2369608635727759,0.10042334780408095
TSLA,0.004316426188492817,0.01288104697498016,-0.04319904993625023,0.13422790171062915,0.16746640737924184
TSN,0.003630486643161679,-0.018962249135457077,-0.0010277358357178024,0.1696725461789695,-0.010784650054230602
TT,0.001483556271101083,-0.004940650336915153,-0.04029288642689077,0.3802803127043435,0.08774807285585152
TTWO,0.004158428047181584,0.0032040593913793547,-0.08097359682146665,0.1415855027756812,0.19315401586112818
TXN,0.003626688189452998,0.01472944569600887,-0.0027378526379662205,0.1698963760044927,0.20315713430547103
TXT,2.962088668345686e-06,-0.0001509873698759545,-0.008558613130399628,0.9687390094639037,-0.04237215595967623
TYL,0.006643308977090645,0.026905295121509853,-0.026105899421763334,0.06302063048488792,0.2152389102184472
UAL,0.009580008416683161,-0.03703765502928369,-0.003386640404732022,0.025476731523150144,-0.14116884207621105
UDR,0.047703491864173775,-0.0653911231401485,-0.0011937139414901488,4.796949330701863e-07,-0.03768884691321401
UHS,0.0074316973478976145,-0.04532123725510995,-0.003605691226552965,0.04922308459001431,-0.2192503018014393
ULTA,0.006050532967600941,-0.02532850220340377,-0.0017052605200742477,0.07607911176296514,-0.08849007260228149
UNH,0.02411435793998884,-0.040522835135176294,-0.0004011012568578831,0.0003742525843704829,0.05829726013348296
UNP,0.004319550875043765,0.024376727420987065,-0.01864760189047021,0.13408676461995342,0.2276206451575635
UPS,7.849064861575883e-05,-0.012682783156191979,-0.00027781624056899545,0.8401200090694942,-0.21033505444622722
URI,2.828902279916612e-05,-0.010394136334740622,-0.036177452795173926,0.9036024680550712,-0.10254731077016539
USB,0.014812481489739349,-0.04295929903385742,-0.0020365650417111247,0.00540786061042186,-0.11435697612139323
V,0.018163865839266657,-0.0156282748123997,-0.05406104658166977,0.002049612039822557,0.01811128038259273
VLO,0.00011039593822448346,-0.005756826651103664,-0.00220593471298014,0.8109070048673231,-0.12898698381921772
VMC,0.0022653027644727874,-0.014957236057277612,-0.030450078834559857,0.2781937648198347,-0.06601393491941612
VRSK,0.004217764906292665,0.0030924722370256896,-0.054930655694871655,0.13877070491290544,0.2031238146542999
VRSN,0.0024917056830655593,-0.029916619210780704,-0.0001994834771490428,0.255392461075635,-0.05709487610164023
VRTX,0.004175538981147642,0.0025902825648074224,-0.040935253371603864,0.14076729429112395,0.08652839690154376
VTR,0.02548163184297325,-0.011032363837417236,-0.007923400481970821,0.0002538462234722975,0.05683853390975902
VTRS,8.579454114587826e-05,0.0006629733238455726,-0.0008404033924180876,0.8329512650935343,0.10764835380973416
VZ,0.003230472302441667,-0.01560501635585343,-0.0010236065979241094,0.19522868940521906,-0.10797523917598642
WAB,0.0060101166029971065,0.004648699361756381,-0.0274766259923791,0.0770691014422112,0.1190946649069626
WAT,0.0020882546082996445,0.005045859112020601,-5.071546127499715e-07,0.2978283358682796,0.15482004956154433
WBA,0.005309979384140018,-0.031297320205340595,-0.009742987326542885,0.09661425934347012,-0.04791014976857267
WBD,0.0002152998483749835,-0.01206468755279766,-0.006810699838869283,0.7382789931722726,-0.11994354525549106
WDC,0.0006423357560744192,-0.026510643616384888,-0.03573276484298016,0.5638052740738331,0.040103108485824
WEC,0.010748826664864652,-0.026925834580452612,-0.002072474130719204,0.017925211728195327,0.08097718324954606
WELL,0.03178821429778311,0.022186376141104525,-0.04829278092813949,4.26445666646083e-05,0.2475142136966362
WFC,0.008958756770803045,-0.04321304184301722,-0.014450639761055095,0.030764548136879767,-0.1432215662506639
WM,0.005003149309677601,-0.0037006878194425497,-0.02226458585311697,0.10682014476995996,0.01692117129242352
WMB,0.003023313417714224,0.007802634752420823,-0.010146496388538262,0.2102123056178974,0.09850181665192229
WMT,0.01715710086833311,-0.011233606743775937,-0.015442418084410603,0.0027397252443792657,0.024213617426766185
WRB,0.005973007635351912,-0.019081985558642378,-0.0002235820536355959,0.07799025074548274,0.031338856802498864
WST,0.00014437827125768354,-0.0056379591081441305,-0.045384552166584324,0.7843799356199593,0.11987368053109114
WTW,0.019124391635569338,0.0005089140576090001,-0.00025176838903329113,0.0015551826537428934,0.09702558376754104
WY,0.009988943335406453,0.011476744926417703,-0.011697828442451152,0.02251793432195669,0.12636009987064958
WYNN,0.005735054923061589,0.020254046427462535,-0.004649048530483313,0.08418537328229479,0.17753513235522264
XEL,0.003821491270427302,-0.03488352668321881,-0.0036548458563787634,0.15883942156380998,0.04006366812838159
XOM,0.0004576820224061473,-0.012507064213048258,-0.00035408953273319277,0.6261175288162748,-0.15775004302440357
XYL,0.0002502992570595497,-0.00047939850438138976,-0.0018153555223838769,0.7186431566614102,0.08277933088070594
YUM,0.004950191148011873,0.02924908281352545,-0.0018573554123091363,0.1086979659680184,0.2887383912992027
ZBH,0.00010192043564849484,-0.0025665868863731234,-8.710712988180269e-05,0.8181788493095168,0.17441277142222322
ZBRA,0.0014591308480674803,0.012025214920293736,-0.0025418890796991,0.3842337399506881,0.19177441881471102
